title,plot,plot_word_count
Naanayam,"The plot opens with the introduction of Ravi (Prasanna) an electronics engineer,who introduces himself as a youthful guy who aspires to become a businessman. He meets Viswanath (S. P. Balasubrahmanyam), the CEO of Trust Bank in a golf course when he fights to grab a bag belonging to Viswanath from a stranger. Ravi saves Viswanath and chases the stranger. He is unable to catch him, but gets a glimpse of the man's face. Viswanath thanks Ravi and offers him a job in his bank and also assures his to provide a loan of Rs. 2 crores to start his own business. The bank promotes its new branch as the 'World's safest bank' with the security locker designed by Ravi. Ravi works in Trust Bank for 5 years as his loan approval gets rejected so many times despite Viswanath's attempts to get it approved. Ravi meets a girl Nandhini (Ramya Raj), a divorced news reporter in a golf club and they become friends. Slowly love blossoms between them and Ravi, once during his date with Nandhini, is attacked by Nandhini's ex-husband Raghu. He counterattacks him and goes home. While in his home, Ravi meets Fareed (Sibi Raj) who tells that Ravi killed Raghu and there are evidences to prove. Fareed also kidnaps Nandhini. Despite Ravi is confident he did not kill him, he has no other go but to obey the words of helping them to rob the bank to save himself and Nandhini. Fareed says that he is an ex-employee of Trust Bank and was fired by Viswanth for mismanagement of funds. So Fareed wants to take revenge on Viswanath by robbing Trust Bank which will negatively impact its trustworthiness and he wants Ravi to help him as he is the one behind the safety system design. Ravi and Fareed plan to rob the bank which has infrared lasers and a four-leveled lock system vault. Meanwhile, Ravi records the conversations going on between them and hands it over to his assistant Devaki (Yasmin) to save himself. Ravi demands Rs.2 Crore, the photographic evidences of the murder from the robbers before the theft. Fareed initially gives it but takes it back and gives Ravi another bag similar to it. Ravi discloses all the security system to enter the vault and as per plan Fareed and his men enter into the vault. Ravi did not inform them about a secret exit in the vault and he makes a plan to get Fareed and his men to get trapped. Ravi suddenly escapes through the secret exit and locks others inside the vault and rushes to meet Viswanath where he also sees Nandhini with him. Ravi gets shocked seeing Nandhini along with Viswanath and gets to know all the truth. The robbery is actually a plan of Viswanath who did it in order to grab the bag which has evidences of his illegal affair with Nandhini actually named Eswari. The stranger took pictures of Viswanath and Eswari and blackmails Viswanath in turn for money. The stranger also safely places the evidence in Trust bank's locker. So to steal the evidence, Viswanath planned a robbery with Fareed who is the brother of Eswari. The man who Ravi was told to be killed by him was actually a new employee in Fareed's gang. Viswanath apologizes to Ravi for the trouble created by him and kills himself. Fareed and Eswari are arrested and all his gang members die inside the vault due to the lack of oxygen supply. Ravi destroys all the evidence of the illegal affair of Viswanath and finds Rs.2 Crore in the back side of his car which actually was demanded by him from Fareed and which he actually opt for to start his new business.",622
Savithiri,"Savithiri is a beautiful and chaste princess. Princes in the neighbouring Kingdoms are intimidated by her beauty and purity and no one wants to marry her. Savithiri's father King Aswapati tells her to go out and find her own husband. She finds a young man, Sathyavan, who is the son of a blind king now living in the forest in exile. Savithiri brings the young man to her Kingdom. In the meantime, Narada tells Asvapati that Savithiri has made a bad choice because Sathyavan is destined to die in one year. However, Savithiri insists on marrying Sathyavan. The king finally agrees and they are married. Savithiri goes to live with her husband in the forest. She takes to a life of austerities. On the day Sathyavan is to die, she accompanies him into the forest to cut firewood. While he was cutting a tree, Sathyavan collapses. Yama comes and takes his soul. Savithiri follows Yama but Yama tells her not to follow him. But she insists and talks about Dharma with Yama. Finally, Yama is impressed by her talks and tells her to ask any boon except the life of Sathyavan. First she asks for eyesight to her father-in-law and the restoration of his Kingdom. Then she asks for an heir to her father's Kingdom and finally she asks for 100 children to herself. This places Yama in a dilemma. If she is to have 100 children, then Sathiyavan must live to give her those children. Fully impressed by this virtuous woman's arguments, Yama returns the life of Sathyawan.",259
Vindhyarani,"Durjaya kills his elder brother Maharajah Jayaveera of Vindhya Kingdom and occupies the throne. Shatamitra secretly takes care of the Prince Shivasri and waiting for an opportunity to take revenge. Avanti is daughter of a subordinate king. She hates men. Durjaya connivingly brings her to the Kingdom and announces her as the Queen. Shivasri and Avanti started loving each other. Shatamitra sends message to Shivasri to kill Durjaya. Thinking that his love is a hindrance to his revenge, he told Avanti to forget him and his love. Avanti plans to kill Durjaya and plans to marry Shivasri. Shivasri attacks Durjaya but pardons him. Avanti kills him and escapes. The drama continued. At the end Shivasri and Avanti get married and rules the Vindya Kingdom.",124
Dil-E-Nadaan,"Vikram (Shatrughan Sinha) and Anand (Rajesh Khanna) are best friends, brought up by their mom (Dina Pathak). Anand is an orphan who was adopted by the family as a child and he has never been given the impression that he was an outsider. Vikram and Anand are owner and manager respectively, of an advertising agency in Bombay. Both work for the same organization & love the same woman, Asha (Jaya Prada). In the organization, Sheela (Smita Patil) works as a deputy to Anand and is in love with him, though Anand is unaware of this. Sheela continues to harbour love for Anand even after finding out he loves Asha, whom Sheela is friends with and also lives with. Vikram frequents a bus stop daily on his way to office, where he always sees Asha. He instantly decides to propose to her. Vikram discloses to Anand that he wants to marry a girl but does not reveal her name. Meanwhile, Vikram's mother looks for suitable girls for their marriage and declares that she would marry both her sons together on the same day. Sheela becomes confused as to whether she should continue to love Anand in spite of knowing that Anand and Asha love each other. One day, Sheela meets Vikram and as they talk, she says things that indicate she feels lonely and has lost her loved one to another. The next day, Sheela apologizes to Vikram and asks for a 10-day leave. She decides to go to her hometown to forget Anand. However, Asha joins her, as she learns that Anand is going there as well on a business trip. On a rainy day, Sheela is alone in the house when Anand arrives to meet Asha. He learns that Asha is attending a friend's wedding, but as no train is available for returning, Anand is forced to stay the night. In the midnight, Anand starts feeling cold due to the weather, so he starts drinking. After a few drinks, he starts seeing Sheela as Asha. Despite knowing he is wrong, Sheela and Anand make love. In the morning, Anand realizes what has happened and writes a letter to Sheela, asking her to keep the incident a secret for life, as he wants to marry Asha only. However, Asha comes across the letter first and becomes aware of what happened between Sheela and Anand in her absence. She then decides that, as she respects her friendship with Sheela, she will sacrifice her love for Sheela and make Anand marry her instead. The rest of the story shows what will happen to Vikram and Anand's friendship after this incident. Will Anand marry Sheela? Will Sheela agree to marry Anand? Will Sheela make Asha marry Anand? Will Vikram marry Asha?",458
Our Mother's House,"The seven Hook children, whose ages range from five to fourteen, live in a dilapidated Victorian house in suburban London. The older children help to care for their invalid single mother, whose chronic illness has led to her to convert to fundamentalist religion and refuse all medical help. When their mother dies suddenly, the children realise that they may be split up and sent to orphanages, so they decide to conceal their mother's death and carry on with their daily routine as if she were still alive. They secretly bury their mother in the back yard at night, and convert the garden shed into a shrine to her, where they periodically hold seances to communicate with her spirit. The eldest child, Elsa, takes charge. The children make excuses for their mother's absence to their neighbours and teachers, claiming that the doctor has sent her to the seaside for her health, and they dismiss their abrasive housekeeper, Mrs Quayle. The children realise they can support themselves after Elsa discovers that younger brother Jiminee can convincingly forge their mother's signature, enabling them to cash the trust fund cheques that arrive for her each month, and they also discover that their mother has left over £400 in her savings account. Some of the children suggest contacting their estranged father, but the idea is rejected by Elsa, who has been indoctrinated with her mother's bitter contempt for her shiftless ex-husband. When oldest brother Hubert discovers that Elsa knows their father's contact address (a letter arrives which Elsa tears up in front of Hubert), Hubert suggests that they get in touch with him, hoping he will help them. Elsa dismisses the idea and throws the address away, but when she leaves the room Hubert recovers it. For the next six months, the children carry on an outwardly normal life, although conflict arises when Gerty innocently takes a ride on a stranger's motorbike. Horrified by Gerty's contact with an outsider, Diana 'consults' their mother's spirit. The siblings denounce Gerty as a 'harlot' and they punish her by taking away the precious comb their mother had given her, and cutting off her long hair. Soon after, Gerty falls ill, and although Diana follows their mother's practice and refuses to get a doctor, Gerty eventually recovers. The children's secret world begins to change when Jiminee brings home Louis, a friend from his school, and allows him to hide there. Soon their teacher arrives, demanding to search the house and retrieve the missing boy, but the situation is defused by the unexpected arrival of their father, Charlie. He immediately moves in, and Hubert admits that he had secretly written to Charlie, asking him to come. The family adjusts to the new domestic situation, with Charlie taking them on outings, and even buying a new car. Most of the children (especially Diana) come to trust and love him, although Elsa remains deeply suspicious of him. The children's idyllic world begins to crumble after Charlie has a chance encounter on a bus with Mrs Quayle. She soon reappears at the house, demanding to know what has happened to Mrs Hook, but she is placated by Charlie. She inveigles her way back into the home, and she and Charlie soon begin a relationship. As time passes Charlie reverts to form, spending freely, drinking heavily, and entertaining 'loose women' in the house. Learning of Jiminee's ability to forge their mother's signature, Charlie convinces him to sign documents without his siblings' knowledge, and he further alienates the children when he dismantles their garden shrine. Matters come to a head when an estate agent and a couple let themselves in to inspect the house. Although Diana still refuses to see the truth, Elsa and Gerty correctly deduce that Charlie intends to sell the house, and after searching his room they discover that he has squandered virtually all of their mother's savings. When Charlie arrives home that night, the children demand an explanation. He at first tries to cover for himself but, confronted by the implacable Elsa, he reveals all, and furiously denounces their mother - he explains that she had led a dissolute life before she fell ill and turned to religion, that the children are in fact the illegitimate offspring of her many adulterous liaisons, and that none of them are his own. He further reveals that he now controls the property, having used Jiminee to unwittingly forge their mother's signature and sign over the title deed for himself. When he callously declares that he despises the children, and that he intends to sell the house and put them all into care, Diana snaps and kills him with a poker. The children briefly debate whether or not to bury Charlie in the garden and carry on as before, but they finally accept the gravity of their situation. As the film ends, the children leave the house for the last time and walk off into the dark to turn themselves in to the authorities.",829
Julie Walking Home,"Julie finds her husband Henry in bed with another woman when she returns home early from a trip with their twins, Nicholas and Nicole (who have an amazing bond, believe in magic and even have their own language). When she discovers that her son has lung cancer, Julie seeks help from a faith healer in Poland. A romantic relationship develops between Julie and Alexei (the healer). After Nicholas is cured, Alexei pays Julie a visit in Canada and they begin a relationship. Nicholas gets sick again and Alexei is unable to cure him. By choosing love, Alexei has lost his gift. Julie is pregnant (from Alexei) and she and her husband reunite, both resigned about the tragic fate of their son and trying to make the best out of the situation for their daughter's sake. In the twins' magical world, death is certainly not the end, we find out in the last scene.",153
Vampire Academy,"The story features 17-year-old Dhampir (half-human, half-vampire) guardian-in-training Rose Hathaway (Zoey Deutch), and her royal Moroi (the peaceful, mortal vampires) best friend Lissa Dragomir (Lucy Fry) living discreetly within our world, having escaped from their boarding school St. Vladimir's Academy one year prior to the beginning of the story, following a series of warnings and threats. They are soon dragged back to the Academy in Montana and rediscover the dangerous hierarchy within it, along with lies, rumors and secrets, both struggling to fit into the school politics. Rose starts to form an attraction to her Russian Dhampir mentor and fellow Guardian, Dimitri Belikov (Danila Kozlovsky). Mysterious messages threatening Lissa start to appear (messages written on the wall in blood and an exploding memorial to her family in the school church), but it turns out to be the work of classmate Mia Rinaldi (Sami Gayle), who once dated Lissa's brother Andre, a playboy who enjoyed non-committal relationships. Mia was clingy and focused her hatred towards Lissa as the only surviving member of the Dragomir line. Manipulating two other students using sex, she persuaded them to help her in her fear tactics against Lissa. A Moroi named Christian Ozera (Dominic Sherwood), who is viewed poorly by his peers because his parents became Strigoi (the evil, undead vampires of legend, which Moroi become if they completely drain their victims of blood), tries to romance Lissa but Rose manages to keep him away by lying to both Lissa and Christian. Rose also discovers that Lissa has the same rare power that the founder of their school St. Vladimir had, that of Spirit, a power which enables the caster to heal ailments, and save the dying. At the same time, dead animals have been popping up wherever Lissa goes, including her beloved cat Oscar. At the Equinox Dance, Rose confronts Mia, believing she is responsible for all the dead animals. Mia, however, is horrified because she loves cats and gave Oscar treats. Soon, Lissa is kidnapped and Rose, Dimitri, and Christian go to save her. The Moroi responsible for Lissa's kidnapping and the threats against her is Victor Dashkov, a previous candidate for the throne, who has contracted a disease that leaves him too feeble for the job. He wants to use Lissa to cure himself, even knowing that the cure would cost Lissa's life as continued healing would eventually take its toll on her. Once captured and placed in the secure cells beneath the school, Victor explains to Rose that the reason why she bonded to Lissa (and is therefore sometimes able to see through her eyes) is because she was ""shadow-kissed"", having been brought back to life by Lissa's magic. While they are talking, Victor's daughter Natalie (Sarah Hyland), who befriended both Lissa and Rose and was a very insecure, almost invisible, student at the school - is enacting the tools of his escape having turned Strigoi by draining her crush to death. Rose helps Dimitri kill Natalie and detain Victor. During a speech by vampire Queen Tatiana Ivashkov (Joely Richardson), Lissa steps in and gives a speech of her own, announcing that Spirit is her type of magic, and that it is thanks to Rose (who will help keep her from straying from the person she truly is) that she can master it. Rose then goes outside to meet Dimitri and ask about his feelings for her. He states that he can't love her because if there was any danger between Rose and Lissa he wouldn't save Lissa, and that he would save her. Rose gives Dimitri a kiss on the cheek and walks back to the academy. The scene then shifts to a mountain cave not too far from the academy, where a massive army of Strigoi reside, among them being Miss Karp (Claire Foy), a teacher with Spirit Magic that turned herself Strigoi after being driven insane by her magic. She says it will be time soon.",657
The Aviator,"Brooks (William Norton Bailey), a publisher and his publicist (Lee Moran) decide to boost the sales of a wartime book of flying experiences. They credit the book to popular author Robert Street (Edward Everett Horton), who is completely ignorant about aviation. Robert gets into all sorts of trouble in attempting to carry on the ruse, saving his friend's business but also attracting the attention of aviation-mad Grace Douglas (Patsy Ruth Miller). At first, he is able to carry out simple publicity events, but when he accidentally starts up an aircraft, his incredible aerobatics end with a landing in a haystack. When a race is staged between him and French ace Major Jules Gaillard (Armand Kaliz), it ends with Robert confessing he is no pilot, but still winning Grace's heart.",129
Thoranai,"Guru (Kishore) and Thamizharasu (Prakash Raj) are dreaded gangsters in Chennai. They are against pitted each other and fight to establish their supremacy in city. They indulge in gang war painting Chennai red. Enters Murugan (Vishal Krishna). A native of Madurai, he comes to Chennai with a mission. He leaves his village promising his mother (Geetha) that he would return only with his brother, who had run away from the house about two decades ago. Murugan gets the help of his friend Vellaichamy (Santhanam). He comes across the gangsters and a sequence of events results in him incurring both their wrath. In a bloody duel with Guru, he comes to know that he is his brother, whom he has been searching for long. Now he is entrusted with the task of protecting him from Thamizharasu. How he accomplishes his task forms the crux.",143
So Big,"Following the death of her mother, Selina Peake and her father, Simeon, move to Chicago, where she enrolls in finishing school. Her father is killed, leaving her penniless, and Selina's friend, Julie Hemple, helps her find a job as a schoolteacher in a small Dutch community. Selina moves in with the Poole family and tutors their son Roelf. Selina eventually marries immigrant farmer, Pervus De Jong, and gives birth to Dirk , nicknamed ""So Big"", who becomes the primary focus of her life. When Pervus dies, Selina struggles to keep the farm afloat so she can afford to finance her son's education, hoping he will become an architect. Dirk becomes involved with a married woman, who arranges for him to get a job as a bond salesman in her husband's firm, making much more money than as an apprentice architect. Eventually he meets and falls in love with unconventional artist Dallas O'Mara, but she refuses to marry him because of his lack of ambition. Roelf, now a renowned sculptor, meets Dirk and, learning Selina is his mother, reunites with his former tutor. She is pleased to know her influence helped mold Roelf's character, even as she accepts her own son's weaknesses and disappointments.",203
Foolish Wives,"The silent drama tells the story of a man who names himself Count Wladislaw Sergius Karamzin (von Stroheim) in order to seduce rich women and extort money from them. He has set up shop in Monte Carlo and his partners in crime (and possible lovers) are his cousins: ""Princess"" Vera Petchnikoff (Busch) and ""Her Highness"" Olga Petchnikoff (George). Count Karamzin begins his latest scam on the unworldly wife of an American envoy, Helen Hughes (DuPont), even though her husband is nearby. He attempts to charm her, planning to eventually fleece her of her money. She is easily impressed by his faux-aristocratic glamor, to the chagrin of her dull but sincere husband. Karamzin also has his eye on two other women, Maruschka (Fuller), a maid at the hotel, and Marietta (Polo) the mentally disabled daughter of one of his criminal associates (Gravina), seeing them both as easy sexual prey. In the climax of the film Maruschka, the maid he has seduced and abandoned, goes mad and sets fire to a building in which Karamzin and Mrs Hughes are trapped. Karamzin jumps to save himself, leaving Mrs Hughes in danger. She is saved, and is looked after by her devoted husband. Karamzin's public display of selfish cowardice ensures he is shunned by the high society he craves to be accepted by. Humiliated, he tries to restore his pride by seducing Marietta, the mentally disabled girl. Her father kills him, dumping his body in a sewer. Karamzin's ""cousins"" are arrested for being imposters and con-artists.",252
We're in the Money,"Ginger Stewart (Joan Blondell) and Dixie Tilton (Glenda Farrell) are offered $1000 by ditsy lawyer Homer Bronson (Hugh Herbert) to serve subpoenas on reluctant witnesses for a breach of promise lawsuit brought by Claire LeClaire against wealthy C. Richard Courtney (Ross Alexander). They have a deadline, as a new state law will take effect in a few weeks banning such suits. Unbeknownst to Ginger, she already knows the defendant; she and Courtney, masquerading as a chauffeur named Carter, have fallen in love. Courtney himself does not know that Ginger is a process server. Through trickery, Ginger and Dixie manage to serve papers on three of their wary targets: nightclub singer Phil Logan (Phil Regan), gangster 'Butch' Gonzola, and professional wrestler Man Mountain Dean, the last in the middle of a bout with Chief Pontiac. Courtney, on the advice of his lawyer, Stephen Dinsmore (Henry O'Neill), prepares to sail away to safety on his yacht. However, Ginger jumps out of a motorboat piloted by the erratic Bronson and pretends to be in distress. She is rescued by Courtney's crewmen. She and Courtney finally learn each other's true identity, but eventually admit they love each other and decide to get married. Ginger sends a message to Dixie, asking her to bring a few things she will need for the honeymoon. However, Dixie assumes her partner is merely luring Courtney in, and when the couple set foot on the dock, Dixie serves the last subpoena. Courtney also assumes Ginger was merely acting and angrily breaks up with her. At the trial, Bronson produces a photograph showing LeClaire cosily nestled in Courtney's lap. Courtney agrees to marry LeClaire. Later, however, Bronson confides to Ginger and Dixie that he faked the picture by combining two others. Ginger rushes over and stops the wedding ceremony just in time. She and Courtney then reconcile.",307
